hall_ticket_no,student_name,parent_name,parent_phone,maths1a,maths1b,physics1,chemistry1,maths2a,maths2b,physics2,chemistry2,ipe_total,eamcet_marks,final_score,rank_position
HTNO20250682,Andrew Smith,Katrina Walker,6873759909,62,48,34,23,36,55,24,54,336,76,51.18055555555556,699
HTNO20250304,Heidi Garrett,April Pearson,8985418530,59,49,36,46,75,48,27,54,394,70,51.05324074074074,700
HTNO20250778,Rebecca Soto,Phillip Anderson,6095642337,68,51,30,58,72,59,45,51,434,66,51.030092592592595,701
HTNO20250669,Shawn Morrison,Luke Norman,9251349692,73,60,32,35,39,75,55,42,411,68,50.90277777777778,702
HTNO20250429,Sheila Gardner,Brian Turner,9008008818,31,46,44,47,68,36,33,55,360,73,50.885416666666664,703
HTNO20250952,Randy Young,Angela Parsons,7032415276,43,48,56,21,55,50,47,50,370,72,50.87962962962963,704
HTNO20250774,Joseph Phillips,Edwin Little,6802931904,51,55,41,60,47,46,24,55,379,71,50.8275462962963,705
HTNO20250216,Brittany Davis,Robert Clark,7416429158,67,48,57,21,73,63,38,52,419,67,50.80439814814815,706
HTNO20250674,David Butler,Valerie Ritter,6027155273,67,75,57,25,36,48,32,57,397,69,50.72337962962963,707
HTNO20250734,Jennifer Morris,Nicole Morrow,7230564499,32,44,40,28,59,64,39,59,365,72,50.64814814814815,708
HTNO20250091,Lori Smith,John Wang,6603657375,53,33,33,24,70,64,50,48,375,71,50.642361111111114,709
HTNO20250202,Michael Welch,Carolyn Wolfe,9612164138,30,39,56,54,53,48,41,54,375,71,50.642361111111114,710
HTNO20250793,Kaitlyn Reyes,Melissa Wang,6456852517,66,45,48,58,65,43,48,32,405,68,50.625,711
HTNO20250345,Dylan Walker,Katherine Murray,7048560267,47,59,25,28,53,74,24,29,339,74,50.38194444444444,712
HTNO20250751,Thomas Jones,Michael Myers,8812643584,52,71,48,55,47,38,21,36,368,71,50.31828703703704,713
HTNO20250201,Danielle Garrison,Vincent Salazar,9224248836,30,38,38,30,74,59,30,38,337,74,50.289351851851855,714
HTNO20250648,Thomas Edwards,Victor Rocha,8181609452,63,62,37,39,48,60,26,31,366,71,50.22569444444444,715
HTNO20250681,Daniel Bennett,Ashley Gutierrez,6113329320,61,68,37,45,69,63,44,48,435,64,50.138888888888886,716
HTNO20250948,Miguel Gray,John Lee,9312078317,45,44,59,51,33,56,21,33,342,73,50.05208333333333,717
HTNO20250038,Sharon Garner,Ashley Thompson,7847801764,44,35,29,25,59,69,55,55,371,70,49.988425925925924,718
HTNO20250290,Linda Hines,Jeffrey Ryan,8431882213,44,42,50,59,53,34,36,31,349,72,49.907407407407405,719
HTNO20250917,Debra Wilson,Brittany Flores,8149718755,62,57,60,34,65,61,37,43,419,65,49.86689814814815,720
HTNO20250947,Lance Jones,Amber Smith,8299845462,43,74,40,24,54,37,55,39,366,70,49.75694444444444,721
HTNO20250585,Cynthia Lynch,Erin Reynolds,8295908564,68,38,39,53,30,45,20,22,315,75,49.739583333333336,722
HTNO20250458,Rodney Miller,Kenneth Duffy,9814222875,59,62,21,30,48,41,27,47,335,73,49.72800925925926,723
HTNO20250872,Benjamin Mcfarland,Samuel Phillips,6985901484,69,31,34,28,33,53,50,26,324,74,49.6875,724
HTNO20250958,Kimberly Palmer,Kimberly Lane MD,7244974163,51,49,34,44,52,69,29,52,380,68,49.467592592592595,725
HTNO20250668,Jessica Morrison,Jason Guzman,6286757800,47,35,43,24,39,69,20,51,328,73,49.40393518518518,726
HTNO20250296,Dr. Paul Walsh,Marissa Alexander,6078074825,58,57,58,51,32,68,51,27,402,65,49.079861111111114,727
HTNO20250755,Brian Young,Nicole Johnson,9111148043,39,60,33,21,66,33,55,33,340,71,49.02199074074074,728
HTNO20250445,Danielle Adams,Laurie Robertson,8467153722,68,38,53,23,62,54,27,35,360,69,49.010416666666664,729
HTNO20250601,Katherine James,Alexandra Cooper,8224990849,41,73,54,53,70,49,26,43,409,64,48.93518518518519,730
HTNO20250580,Vincent Burton,Luke Price,9014423007,69,72,36,53,32,38,37,37,374,67,48.72106481481481,731
HTNO20250354,Brittany Weaver,Michael Castaneda,6090683121,44,41,45,42,58,37,34,29,330,71,48.55902777777778,732
HTNO20250090,Jonathan Watkins,Steven Williams,6221976139,47,35,59,27,46,43,27,45,329,71,48.51273148148148,733
HTNO20250205,Kevin Mosley,Mary Bonilla,6256592419,44,33,51,55,70,67,60,49,429,61,48.454861111111114,734
HTNO20250699,Mrs. Amanda Martin,Paul Doyle PhD,9253892180,71,43,34,51,47,63,58,21,388,65,48.43171296296296,735
HTNO20250113,Joshua Russell,Nicole Tucker,6988365754,67,34,58,52,64,47,54,32,408,63,48.420138888888886,736
HTNO20250752,Christopher Watson,Michelle Aguilar,9671993533,35,75,35,48,50,42,23,39,347,69,48.40856481481482,737
HTNO20250878,Cindy Edwards,Shawn Jackson,6792224504,33,67,46,20,67,55,25,23,336,70,48.36805555555556,738
HTNO20250083,Nicole Perez,Charles Zimmerman,6541290989,65,38,57,41,36,48,49,42,376,66,48.344907407407405,739
HTNO20250211,Juan Thomas,Tony Johnston,6729806329,66,34,55,60,48,55,22,45,385,65,48.292824074074076,740
HTNO20250402,Bruce Clay,Sean Payne,9961269398,63,40,53,43,31,53,54,58,395,64,48.28703703703704,741
HTNO20250868,Katherine Hill,Brian Woods,9809976924,68,31,20,47,64,31,39,23,323,71,48.2349537037037,742
HTNO20250243,Erica Young PhD,Katherine Ochoa,8635955918,34,35,20,27,34,62,43,26,281,75,48.16550925925926,743
HTNO20250939,Desiree Lee,Joy Miller,7655570825,32,64,58,34,40,39,53,31,351,68,48.125,744
HTNO20250138,Sandra Phillips,Amber Johnson,9035463393,74,65,55,50,53,62,28,53,440,59,48.02662037037037,745
HTNO20250749,Trevor Werner,Amy Hoffman,9301158381,39,47,34,54,49,75,25,46,369,66,48.02083333333333,746
HTNO20250944,Tiffany Molina,Brandon Young,7819275485,72,37,50,40,39,45,24,21,328,70,47.99768518518518,747
HTNO20250551,Christina Lopez,Mandy Robinson,8829357231,34,51,60,56,58,61,32,26,378,65,47.96875,748
HTNO20250375,Carolyn Kim,Melissa Williams,8373892641,67,32,27,41,45,59,20,29,320,70,47.62731481481481,749
HTNO20250816,Fernando Stanton,Eddie Garcia,9972997216,59,59,29,35,67,39,22,50,360,66,47.604166666666664,750
HTNO20250687,Katelyn Ruiz,Richard Russell,8639140002,61,48,22,34,44,37,34,49,329,69,47.57523148148148,751
HTNO20250850,Felicia Meza,Kent Banks,8766546283,52,33,39,57,68,65,35,50,399,62,47.53472222222222,752
HTNO20250999,Brenda Duran,Jacob Massey,7602736653,37,59,30,28,61,39,38,52,344,67,47.332175925925924,753
HTNO20250322,Teresa Ritter,Chris Reeves,7309704824,69,41,31,53,48,56,33,21,352,66,47.2337962962963,754
HTNO20250318,Karen Rangel,Sara Garza,9174146942,44,55,60,48,57,64,60,57,445,56,46.85185185185185,755
HTNO20250644,Brandon Kelly,Meghan Morris,7923520504,45,42,20,52,67,32,58,46,362,64,46.75925925925926,756
HTNO20250906,Melissa Johnson,Jennifer Wilson,6589476474,62,60,56,49,63,63,41,58,452,55,46.707175925925924,757
HTNO20250796,Eric Morris,Peter Brooks,6324292780,65,30,40,36,34,61,43,41,350,65,46.6724537037037,758
HTNO20250316,Donna Stewart,Joanna Martin,8240657553,67,49,39,31,72,61,23,28,370,63,46.66087962962963,759
HTNO20250770,Michelle Sweeney,Curtis Snyder,8172174099,51,66,22,40,39,71,45,25,359,64,46.62037037037037,760
HTNO20250562,Scott Long,Charles Curry,9605046226,46,73,38,29,49,67,47,30,379,62,46.6087962962963,761
HTNO20250531,Danielle Drake,Mrs. Mary Roberts,6454167920,31,74,21,22,53,35,23,59,318,68,46.59722222222222,762
HTNO20250575,Miss Sonya Hernandez DVM,Thomas Burns,9425411014,46,49,44,52,34,75,44,22,366,63,46.47569444444444,763
HTNO20250297,James Singh,Kimberly Hernandez,6593224254,37,70,21,52,62,65,48,56,411,58,46.21527777777778,764
HTNO20250907,Laura Allen,Jennifer Ballard DDS,9164548320,35,53,49,27,65,37,29,55,350,64,46.2037037037037,765
HTNO20250566,Eugene Hill,Martha Sullivan,6657020304,71,73,48,34,43,63,41,36,409,58,46.12268518518519,766
HTNO20250231,Elizabeth Smith,Rhonda Huff,9260723910,71,35,36,54,72,46,26,37,377,61,46.04745370370371,767
HTNO20250286,George Thomas,Laurie Lopez,6018045111,44,52,24,50,30,66,50,39,355,63,45.96643518518519,768
HTNO20250348,Rodney Shaw,Mrs. Ashley Jordan MD,9544285515,55,55,60,38,69,30,59,39,405,58,45.9375,769
HTNO20250315,Ian Snyder,Sarah King,6879926142,44,54,54,26,34,35,44,60,351,63,45.78125,770
HTNO20250516,William Lyons,Ashley Andrews,9108233560,58,33,45,56,45,32,44,27,340,64,45.74074074074074,771
HTNO20250381,Erika Hart,Joshua Beck,7307272411,66,74,37,22,44,67,30,59,399,58,45.65972222222222,772
HTNO20250526,Brian Ramirez,Oscar Mcknight,8170411614,63,57,38,31,75,72,25,51,412,56,45.324074074074076,773
HTNO20250609,Todd Williams,Don Murphy,9470067726,63,30,55,56,37,32,48,30,351,62,45.3125,774
HTNO20250141,Michael Lewis,Kyle Patrick,9566121330,45,33,23,28,64,66,47,33,339,63,45.22569444444444,775
HTNO20250624,Linda Jackson,Alex Peck,7453547381,31,42,33,59,35,74,59,24,357,61,45.12152777777778,776
HTNO20250611,Pamela Miller,William Sanders,6184890885,39,45,50,53,30,52,49,57,375,59,45.017361111111114,777
HTNO20250196,Suzanne Smith,Michael Lopez,7053883899,69,53,58,56,68,52,23,26,405,56,45.0,778
HTNO20250266,Cynthia Bright,Natasha Buckley,8583448993,58,66,44,37,41,57,41,30,374,59,44.97106481481481,779
HTNO20250329,Traci Park,Caitlin Evans,6111356030,30,44,48,34,64,37,28,47,332,63,44.90162037037037,780
HTNO20250320,Toni Sanchez,Daniel Padilla,6127138465,50,44,56,38,50,54,27,53,372,59,44.87847222222222,781
HTNO20250154,Mr. Nicholas Snyder,Margaret Long,6414820799,44,57,44,50,58,44,59,45,401,56,44.81481481481481,782
HTNO20250826,Roy Kennedy,Janet Oconnor,9176575803,61,61,41,34,41,69,38,35,380,58,44.780092592592595,783
HTNO20250649,Danielle Bridges,Suzanne Espinoza,6537375956,37,58,44,59,55,74,53,38,418,54,44.66435185185185,784
HTNO20250794,Bryan Ross,Kenneth Gentry,7977849697,64,59,32,40,66,67,51,28,407,55,44.623842592592595,785
HTNO20250997,Karen Fields,Dennis Heath,9284348280,47,33,39,37,47,42,43,57,345,61,44.56597222222222,786
HTNO20250126,Melissa Melton,Kurt Cole,7356544599,48,63,57,42,72,50,40,33,405,55,44.53125,787
HTNO20250131,Jessica Rasmussen,Roberta Vasquez,9985582818,54,36,51,32,68,31,22,48,342,61,44.42708333333333,788
HTNO20250966,Sarah Robinson,Debra Smith,7299387175,75,42,37,59,46,36,34,49,378,57,44.21875,789
HTNO20250882,Joshua Atkins,Sarah Harris,7853437266,57,75,25,39,65,49,42,36,388,56,44.21296296296296,790
HTNO20250164,Mary Valentine,Shelby Miller,8746967950,66,48,33,47,32,38,53,20,337,61,44.195601851851855,791
HTNO20250865,James Cowan,Mary Smith,7255228805,32,31,53,26,62,45,47,30,326,62,44.155092592592595,792
HTNO20250330,Jennifer Bailey,Sarah Cohen,6728979298,33,73,46,32,54,65,44,38,385,56,44.074074074074076,793
HTNO20250903,Daniel Decker,Andrea Gomez,8730255494,61,34,42,53,37,54,49,24,354,59,44.045138888888886,794
HTNO20250725,Timothy Trujillo,Kathryn Calderon,7602949085,40,31,26,28,71,62,39,56,353,59,43.998842592592595,795
HTNO20250168,Mike Leonard,Mrs. April Torres,6127764224,46,71,23,47,67,35,55,46,390,55,43.83680555555556,796
HTNO20250579,Robert Washington,William Kelly,8324572264,64,44,39,56,74,65,27,30,399,54,43.78472222222222,797
HTNO20250614,Lauren Long,Charles Mckay,9534045916,55,49,22,21,68,58,33,42,348,59,43.767361111111114,798
HTNO20250166,Sean Rodriguez,Amanda Morrison,9385557352,62,73,45,27,63,73,32,51,426,51,43.62847222222222,799
HTNO20250891,Anita Dickerson,Timothy Johnson,7289258190,72,51,27,41,44,34,55,41,365,57,43.61689814814815,800
HTNO20250241,Matthew Scott,Lisa Freeman,8261385487,45,31,33,55,46,39,30,35,314,62,43.59953703703704,801
HTNO20250087,Donna Schmidt,Katherine Cruz,9408903500,53,71,44,29,31,50,24,52,354,58,43.576388888888886,802
HTNO20250647,Taylor Hubbard,Erin Harrell,7568999165,72,34,58,49,52,30,25,43,363,57,43.52430555555556,803
HTNO20250176,Brittany Peterson,Jessica Fischer,7425628601,57,63,29,54,43,32,59,36,373,56,43.51851851851852,804
HTNO20250306,Stephen Newman,Bobby Pham,7426256554,70,39,32,50,44,60,28,37,360,57,43.385416666666664,805
HTNO20250655,Brianna Carter,Ricky Martinez,9418609219,55,49,56,56,33,69,59,43,420,51,43.35069444444444,806
HTNO20250013,Karla Weaver,Robert Carson,8413640755,38,68,36,54,37,41,40,25,339,59,43.35069444444444,807
HTNO20250553,Jennifer Decker,Rachel Levine,6153012414,32,32,50,59,69,65,53,29,389,54,43.32175925925926,808
HTNO20250982,Charles Nguyen III,Jennifer Hernandez,7075659662,71,31,39,55,71,45,36,20,368,56,43.28703703703704,809
HTNO20250626,Victoria White,Vanessa Norman,6704913845,71,46,29,42,33,62,48,25,356,57,43.20023148148148,810
HTNO20250480,Lisa Marshall,Kenneth House,9094847510,32,38,39,36,63,30,26,20,284,64,43.148148148148145,811
HTNO20250377,David Ramirez,Erica Giles,6297397528,64,32,46,27,62,43,41,60,375,55,43.142361111111114,812
HTNO20250950,Tiffany Macdonald,Dana Chapman,7663784770,49,32,39,59,74,31,38,49,371,55,42.957175925925924,813
HTNO20250069,Christopher Murray,Zachary Flores,6079971368,65,65,50,58,65,63,25,20,411,51,42.93402777777778,814
HTNO20250417,Larry Maldonado,Vincent Harrington,9258420687,61,43,45,26,62,75,34,52,398,52,42.800925925925924,815
HTNO20250615,Austin Dunn,Robert Mcgee,9405971222,67,43,22,35,40,75,47,28,357,56,42.77777777777778,816
HTNO20250583,James Ponce,Trevor Hutchinson,7854992540,30,71,40,42,68,34,39,32,356,56,42.73148148148148,817
HTNO20250604,Timothy Gilbert,Todd Hall,6270379330,31,57,49,44,61,62,59,33,396,52,42.70833333333333,818
HTNO20250197,John Wang,Christina Hayden,8005614086,46,65,50,44,71,62,40,57,435,48,42.638888888888886,819
HTNO20250781,Christopher Schmidt,Jeffery Garcia,7326825707,45,30,53,58,59,49,54,25,373,54,42.58101851851852,820
HTNO20250843,David Rodriguez,Emily Thomas,7548176507,65,71,29,40,64,53,45,45,412,50,42.511574074074076,821
HTNO20250349,Melissa Brown,Barry Dean,9085612067,35,33,31,56,46,62,22,45,330,58,42.46527777777778,822
HTNO20250499,Robin Schmitt,Anthony Hicks,9746526804,69,30,50,20,51,31,25,23,299,61,42.436342592592595,823
HTNO20250652,Andrew Robinson,Melanie Whitaker,6314184736,36,66,58,55,31,42,20,28,336,57,42.27430555555556,824
HTNO20250961,Jason Sutton,Nancy Taylor,8115611957,71,75,20,41,60,63,25,30,385,52,42.199074074074076,825
HTNO20250014,Christopher Simpson,Daniel Wright,8380085687,38,54,42,22,30,39,41,44,310,59,42.00810185185185,826
HTNO20250397,Kimberly Davis,Steven Berger,7689795377,70,38,48,25,51,66,43,50,391,51,42.00810185185185,827
HTNO20250905,Michelle Watson,Brittany Dudley,6832217223,31,54,40,22,30,38,50,24,289,61,41.97337962962963,828
HTNO20250876,Denise Ortiz,David Day,8037556910,49,51,52,50,65,35,48,49,399,50,41.90972222222222,829
HTNO20250012,Jaime Nguyen,Patricia Mcdonald,8911026970,73,56,21,51,63,75,51,29,419,48,41.89814814814815,830
HTNO20250408,Danny Edwards,Teresa Bullock,8864601563,52,38,58,37,56,63,25,39,368,53,41.88078703703704,831
HTNO20250256,Amy Anderson,Chelsea Joseph,9148383115,72,40,50,43,75,44,34,59,417,48,41.80555555555556,832
HTNO20250465,Michael Poole,Amy Fernandez,9915212362,63,48,29,27,66,72,21,30,356,54,41.79398148148148,833
HTNO20250862,Felicia Calderon,Michael Mcknight,9193868238,72,43,25,48,44,68,39,27,366,53,41.78819444444444,834
HTNO20250745,Eric Campbell,Grace Peterson,7667844097,39,30,38,48,30,58,54,38,335,56,41.75925925925926,835
HTNO20250854,Christina Berry,Deborah Contreras,7641358786,45,59,30,53,66,33,20,29,335,56,41.75925925925926,836
HTNO20250502,Jennifer Marshall,Nichole Goodwin,9174662584,36,73,20,54,30,54,50,32,349,54,41.469907407407405,837
HTNO20250085,Jessica Edwards,Amber Hampton,7979531237,50,67,59,39,49,53,52,49,418,47,41.38310185185185,838
HTNO20250710,Melody Winters,Matthew Romero,9460750844,52,72,21,21,34,70,44,52,366,52,41.31944444444444,839
HTNO20250190,William Galloway,Mary Camacho,8888114308,66,33,52,26,75,38,20,44,354,53,41.232638888888886,840
HTNO20250372,Shari Davila,Antonio Callahan,8989302724,55,40,32,32,69,34,44,58,364,52,41.22685185185185,841
HTNO20250359,Eric Walters,Deborah Morales,7018658810,52,40,35,59,54,75,54,43,412,47,41.105324074074076,842
HTNO20250767,Eric Riggs,Matthew Henderson,9295975324,47,61,53,26,47,62,38,53,387,49,40.88541666666667,843
HTNO20250229,Daniel Dillon,Mandy Kirk,7011774097,32,72,49,32,40,55,22,22,324,55,40.78125,844
HTNO20250353,Jenna Alvarado,Christine Orr,9279592018,62,72,33,36,34,42,26,49,354,52,40.763888888888886,845
HTNO20250029,Timothy Martin,Shannon Ellis,6963460729,49,33,52,38,36,47,24,24,303,57,40.74652777777778,846
HTNO20250254,Derek Barron,Kayla Cruz,6602513533,30,45,59,54,48,64,34,39,373,50,40.70601851851852,847
HTNO20250661,Ashley Randall,Kelsey Dominguez,8623166477,39,44,24,46,59,40,33,45,330,54,40.59027777777778,848
HTNO20250697,Renee Hernandez,Lori Moore,9771178176,41,57,55,44,73,47,57,56,430,44,40.532407407407405,849
HTNO20250910,Patricia Johnson,Linda Rose,7269527351,53,72,33,56,48,65,35,26,388,48,40.46296296296296,850
HTNO20250391,Kimberly Wilson,Jeffery Maddox,6120553240,75,56,59,37,36,64,29,42,398,47,40.457175925925924,851
HTNO20250855,Ralph Mahoney,Jessica Cole,8299223556,68,60,36,53,68,70,30,53,438,43,40.43402777777778,852
HTNO20250238,Holly Campbell,Brett Jones,9700792764,52,54,52,44,56,62,22,22,364,50,40.28935185185185,853
HTNO20250877,Scott Reynolds,Daniel Weiss,9468182670,61,51,41,50,54,59,46,52,414,45,40.26041666666667,854
HTNO20250219,Kelly Garcia,Amanda Li,8334187341,30,42,29,22,30,35,22,41,251,61,40.21412037037037,855
HTNO20250055,Madison Evans,Mary Harris,7053505991,48,51,40,42,53,61,42,34,371,49,40.144675925925924,856
HTNO20250487,Nancy Guerrero,Miranda Ashley,6123948899,57,40,54,33,60,38,40,47,369,49,40.05208333333333,857
HTNO20250400,Courtney Stein,Kenneth Ferguson,7099104754,59,71,23,45,54,34,33,60,379,48,40.0462962962963,858
HTNO20250191,Courtney Martinez,Holly Gay,6247541966,61,50,29,25,42,73,48,40,368,49,40.00578703703704,859
HTNO20250443,Christopher Tucker,Timothy Moore,8034296137,36,40,23,32,45,55,55,50,336,52,39.93055555555556,860
HTNO20250824,Aaron Haynes,Daniel Hess,9800007685,50,54,36,45,63,36,25,47,356,50,39.91898148148148,861
HTNO20250333,Nichole Thornton,Brian Rivas,7788139504,31,59,33,33,75,37,53,34,355,50,39.87268518518519,862
HTNO20250762,Lindsey Kim,Lacey Espinoza,8125499178,53,75,44,25,33,74,27,44,375,48,39.861111111111114,863
HTNO20250347,Timothy Alvarez,Timothy Moore,9683463388,63,50,46,35,40,58,46,56,394,46,39.80324074074074,864
HTNO20250110,Kevin James MD,Charles Browning,9858896936,37,30,45,60,43,47,46,32,340,51,39.64699074074074,865
HTNO20250063,Alan Morgan,Michael Wheeler,6082779345,69,33,23,32,41,64,46,42,350,50,39.6412037037037,866
HTNO20250829,Gerald Miller,Brian Moreno,9239493609,39,30,39,40,35,38,51,37,309,54,39.61805555555556,867
HTNO20250148,Sean Cooper,Jenna Berry,8381959846,57,55,32,27,39,66,48,25,349,50,39.594907407407405,868
HTNO20250052,Catherine Davis,Jonathan Barker,8889615810,67,58,22,33,40,43,52,54,369,48,39.58333333333333,869
HTNO20250625,Jordan Freeman,Mark Carr,9537899594,35,65,24,27,44,38,32,49,314,53,39.38078703703704,870
HTNO20250887,Michael Lambert,Megan Gutierrez,7015809542,43,49,47,46,71,73,27,38,394,45,39.33449074074074,871
HTNO20250835,Matthew Black,David Martin,8002906117,43,73,29,32,65,44,35,52,373,47,39.29976851851852,872
HTNO20250595,Claudia Flynn,Adam Hutchinson,8424981862,47,65,24,60,73,51,22,41,383,46,39.29398148148148,873
HTNO20250813,Nathan Nelson,Daniel Burke,9656035392,72,47,53,21,71,62,58,29,413,43,39.27662037037037,874
HTNO20250314,Kelly Clark,Michael Diaz,8302541024,40,41,23,42,44,75,21,52,338,50,39.085648148148145,875
HTNO20250062,Kevin Giles,Roger Green,6733389347,47,59,30,50,37,35,21,59,338,50,39.085648148148145,876
HTNO20250807,Anthony Davies,Derrick Hoffman,7268736859,30,51,32,25,49,66,42,50,345,49,38.94097222222222,877
HTNO20250427,Stephanie Smith,Mr. Luke Rogers,8735938066,74,43,32,43,63,48,42,36,381,45,38.732638888888886,878
HTNO20250506,Jason Collins,David Herman,6143185620,47,54,55,44,45,63,37,46,391,44,38.72685185185185,879
HTNO20250457,Carl Powell,Gabriela Riley,8288873616,71,36,36,25,73,43,41,25,350,48,38.7037037037037,880
HTNO20250983,Stephen Jenkins,Mr. Jacob Ballard,7521840121,67,38,34,47,53,39,51,41,370,46,38.69212962962963,881
HTNO20250645,Matthew Jenkins,Jason Davis,6280786979,50,37,53,27,38,67,25,21,318,51,38.62847222222222,882
HTNO20250082,Brandon Johnson,Troy Brooks,8873465557,52,74,21,30,62,53,28,38,358,47,38.605324074074076,883
HTNO20250387,Nancy Cook,Jesse Cohen,6221919992,35,52,37,60,54,40,55,35,368,46,38.59953703703704,884
HTNO20250467,Laura Nguyen,Danielle Bryan,8026889954,64,49,42,22,47,40,25,27,316,51,38.535879629629626,885
HTNO20250753,Timothy Barr,Jessica Myers,9790666999,73,45,52,24,69,74,42,28,407,42,38.530092592592595,886
HTNO20250134,Mercedes Thomas,Ann Green,9241431391,48,41,42,41,50,47,29,58,356,47,38.51273148148148,887
HTNO20250435,Carlos Hernandez,Christian Warner,7178868120,59,39,39,38,39,41,48,22,325,50,38.4837962962963,888
HTNO20250182,Matthew Wright,Jill Crawford,7051656932,39,44,28,53,68,36,39,48,355,47,38.46643518518519,889
HTNO20250170,Tiffany Gonzales,Frederick Pierce,6024449987,73,46,44,32,60,56,41,50,402,42,38.298611111111114,890
HTNO20250124,Vanessa Greer,Anthony Gordon,8853753861,56,39,56,28,59,46,30,43,357,46,38.09027777777778,891
HTNO20250642,Sean Ferguson,Melissa Walton,8546319834,50,45,51,35,38,68,37,52,376,44,38.032407407407405,892
HTNO20250378,Ryan Conrad,Carolyn Perez,7937908798,49,62,30,52,67,49,26,51,386,43,38.02662037037037,893
HTNO20250617,Matthew Rogers,Anthony King,6490674985,58,68,29,48,62,33,36,41,375,44,37.986111111111114,894
HTNO20250596,Donna Sullivan,Caitlin Johnson,7527172225,57,31,31,51,72,67,44,30,383,43,37.88773148148148,895
HTNO20250223,Kevin Nunez,James Morse,7381573455,67,64,22,21,53,38,56,30,351,46,37.8125,896
HTNO20250904,Daniel Beasley,Chase Sullivan,8165730928,57,45,38,30,42,50,55,54,371,44,37.800925925925924,897
HTNO20250658,Michael Simmons,Gabriel Moore,7521446249,68,50,53,29,61,64,28,48,401,41,37.78356481481481,898
HTNO20250388,Joseph Carpenter,Heather Lowe,6253249936,75,59,36,24,48,67,27,41,377,43,37.60995370370371,899
HTNO20250940,Christopher Kelley,Chelsea Vargas,7456660545,72,58,40,54,67,51,40,25,407,40,37.592592592592595,900
HTNO20250848,Craig Holt,Bridget Sanford,6431472753,56,64,37,55,39,45,23,36,355,45,37.52893518518519,901
HTNO20250094,Joshua Robertson,Jonathan Walker,6178372390,66,61,30,23,72,32,24,23,331,47,37.355324074074076,902
HTNO20250107,Tony Reynolds,Gina Walker,6242117950,71,41,55,31,45,41,51,46,381,42,37.326388888888886,903
HTNO20250362,Jordan Barber,Jessica Gilbert,6035243996,31,46,50,44,36,69,55,50,381,42,37.326388888888886,904
HTNO20250916,Jacob Jackson,Justin Taylor,7011691200,35,56,55,55,68,63,43,53,428,37,37.15856481481482,905
HTNO20250660,Holly Mills MD,Norman Patterson,9429926208,75,31,20,58,57,56,27,52,376,42,37.094907407407405,906
HTNO20250232,Stephanie Walsh,Julie Bradley,9873399944,40,55,51,52,32,64,26,55,375,42,37.048611111111114,907
HTNO20250167,Terri Anderson,Gabrielle James,7001192320,59,41,23,23,62,43,35,48,334,46,37.02546296296296,908
HTNO20250473,Sabrina Cooper,Jacob Murphy,9630339640,31,44,40,56,34,48,57,22,332,46,36.93287037037037,909
HTNO20250152,Gregory Short,Sean Frederick,9923673250,61,69,40,45,46,33,54,34,382,41,36.90393518518518,910
HTNO20250972,Sarah Marshall,Laura Vasquez,7854063900,50,51,47,49,56,40,45,43,381,41,36.857638888888886,911
HTNO20250945,Kathryn Lopez,Nicholas Kaufman,7167667483,75,70,36,29,56,61,38,54,419,37,36.74189814814815,912
HTNO20250962,Steven Miller,Jonathan Clark,8716262893,33,42,58,24,63,37,40,39,336,45,36.64930555555556,913
HTNO20250342,Jennifer Wood,Jason Reeves,8431769281,32,34,60,38,57,43,22,59,345,44,36.59722222222222,914
HTNO20250637,Edward Boyd,Brad Jones,6030728518,64,69,33,37,30,36,59,26,354,43,36.545138888888886,915
HTNO20250237,Miranda Bailey,Isaiah Klein,7684343498,51,72,29,43,31,46,50,50,372,41,36.44097222222222,916
HTNO20250676,Marissa Brown,Derek Gonzalez,8314560971,52,34,46,30,36,53,33,35,319,46,36.33101851851852,917
HTNO20250005,Jermaine Smith,Adam Acosta,6982854163,30,59,32,43,60,57,56,32,369,41,36.30208333333333,918
HTNO20250301,Anthony Carter,Pamela Rodriguez,8198232026,69,62,23,55,32,60,20,47,368,41,36.25578703703704,919
HTNO20250858,Susan Garrison,Ellen Young,6097759326,31,38,44,46,58,68,56,55,396,38,36.14583333333333,920
HTNO20251000,Laura Smith,Maria Bernard,6441655861,58,62,52,44,61,31,48,55,411,36,35.90277777777778,921
HTNO20250932,Christine Woods,Jamie Brown,8853071369,43,45,32,60,38,52,30,29,329,44,35.85648148148148,922
HTNO20250123,Mitchell Sullivan,Vanessa Clarke,9493288588,35,47,34,29,43,53,38,48,327,44,35.763888888888886,923
HTNO20250267,Jodi Moore,Joshua Arroyo,6859454160,43,55,37,28,75,45,23,38,344,42,35.613425925925924,924
HTNO20250988,Brian Thomas,Robert Duffy,9026130284,61,33,38,52,52,75,45,58,414,35,35.57291666666667,925
HTNO20250527,Phillip Caldwell,Phillip Scott,8771180576,69,58,45,56,48,41,29,45,391,37,35.44560185185185,926
HTNO20250360,Ms. Suzanne Mcclure,Jesse Wood,6627127488,36,50,30,24,33,57,23,26,279,48,35.41666666666667,927
HTNO20250635,Brandon Jimenez,Barbara Fritz,6732663187,59,33,53,47,63,74,40,50,419,34,35.33564814814815,928
HTNO20250471,Caitlyn Sanchez,Katie Bradford,8132256127,74,71,45,44,60,39,30,54,417,34,35.24305555555556,929
HTNO20250554,Justin Vasquez,Anna Khan,9607971354,70,53,49,27,65,60,31,31,386,37,35.21412037037037,930
